"ASIN","title","order","category","brand","price","global_rating_count","description","Special_Feature","total_star_mean","detail_dict","best_sellers_rank_Feature","Ingredients","is_bundle"
B010FOFHEY,"I'm from] Honey Mask 4.23oz | wash off type, real honey 38.7%, Mature skin, Deep moisturization, Nourishment,and Clear Complexion.",12,Skin Care Products,I'm from,28.97,"1486","{""description"": ""Real Natural honey 38.7% inside! Do not dry up your skin. You can leave it on skin more than 20 ~ 30 mins.\nWash-Off Mask, Hydrates skin from inner layers to the outer layers\nExtra Benefit - Improves Elasticity, Smoothing Care, Exfoliation for a clear complexion.\nLOOK MORE YOUTHFUL: Smooth, soften and tighten dry skin that's sagging and lost its elasticity\nContaining *comedogenic* ingredients | Cruelty-free, Ethanol-free, Silicon Oil-free, Artificial Coloring & Fragrance-free\nPLEASE READ! **The cap was renewed with no cap sealing. Wishtrend Send out only the \""NEW\"" product. If you belive you have a issue with the product, send us message, so we can look into more closely with the case. Please be informed ** Expiration date is written in order of YYYY, MM, DD""}",No special feature,4.5,"{""UPC"": ""759430456306"", ""ASIN"": ""B010FOFHEY"", ""Item model number"": ""IM-01"", ""Product Dimensions"": ""2.17 x 2.17 x 2.36 inches; 9.74 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#57,673 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#757 in Facial Masks",,0
B0122MNCLC,"[I'm From] Vitamin Tree Water Gel 75g, Vitamin C, B3, Vitamin Water 68%, Niacinamide, Cool sensation, Moistuizing, Organic moisturizer",13,Skin Care Products,I'm from,21.16,"253","{""description"": ""This gel moisturizer contains 68% Vitamin Tree Leaf Water extracted from infused vitamin tree leaves.\nThe product applies with a cool sensation to provide excellent moisturizing and illuminating effects.\nAll skin type, Great for summer time moisturizer\nGreat for sensitive skin who can't use ascorbic acid""}",No special feature,4.5,"{""ASIN"": ""B0122MNCLC"", ""Item model number"": ""IF-001"", ""Product Dimensions"": ""5 x 1.06 x 0.83 inches; 7.76 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#77,638 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,906 in Face Moisturizers",,0
B06XPX4DGF,"[I'M FROM] Ginseng Serum, 30ml, elasticity, anti-wrinkle, 7.98% ginseng extract",14,Skin Care Products,I'm from,23.85,"1101","{""description"": ""FORMULATED WITH 7.98% CONCENTRATED GINSENG EXTRACT: Enhances blood circulation for a lively complexion and provides necessary nourishments for healthier, younger skin.\nGINSENG EXTRACT PENETRATES DEEP INTO THE SKIN: Increases elasticity and promotes a luminous complexion from the inside out.\nCONCENTRATED ANTIOXIDANT PROPERTIES: Purifies fatigued skin from external stimuli and accumulated waste, leaving it refreshed.\nRECOMMENDED FOR: Those seeking nourishment and enrichment. Individuals with fatigued, malnourished skin. Anyone looking for wrinkle repair and skin rejuvenation.\nRED GINSENG AND PANAX GINSENG SEED OIL: Delivers nourishment and moisturization, adding elasticity to loose, tired skin.""}",No special feature,4.2,"{""ASIN"": ""B06XPX4DGF"", ""Manufacturer"": ""I'M FROM"", ""Item model number"": ""WC030800H005"", ""Is Discontinued By Manufacturer"": ""No""}","#81,916 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,659 in Facial Serums",,0
B06XSW24XP,"I'm from] Ginseng Mask, detox, elasticity, prevent fine lines, 3.97% ginseng extract, 120g, 4.23oz",19,Skin Care Products,I'm from,23.89,"680","{""description"": ""Formulated with 3.97% concentrated ginseng extract, the Ginseng Mask is designed to naturally open up your pores to deeply cleanse while replenishing the necessary nourishments for healthier, younger skin\nThe natural heating properties of ginseng opens the pores to release impurities, and aids the absorption of active ingredients.\nFilling in the skin with nutrients where there once was impurities, this serum thoroughly hydrates the skin to make it shiny and healthy.\nThe concentrated antioxidant properties of the ginseng extract purifies skin that is fatigued from external stimuli and accumulated waste.\n* Those with sensitive skin should test the product on areas such as the inner arm before using directly on the face.""}",No special feature,4.1,"{""ASIN"": ""B06XSW24XP"", ""Manufacturer"": ""I'M FROM"", ""Item model number"": ""SG_B06XSW24XP_US"", ""Product Dimensions"": ""2.76 x 2.56 x 2.44 inches; 10.41 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#153,519 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,158 in Facial Masks",,0
B07FP453RC,"I'm From Mugwort Essence | 100% Vegan Extract - Soothe Sensitive and Irritated Skin, Redness Relief, Refreshing, Korean Hydrating toner | 5.4 Fl Oz, All Skin Types, PETA approved",4,Skin Care Products,I'm from,27.49,"1432","{""description"": ""100% TOP-QUALITY MUGWORT FROM GANGHWA FROM S.KOREA - Extracted mugwort with the slow-release extraction method to maximize the nutrients in the concentrate. It contains 100% extract and its original effects as it is into the bottle.\nCALLED TEA TREE IN KOREA - Mugworts are called 'tea tree' in Korea for its soothing and cleansing effect. Korean native herb Mugwort holds a unique scent of Chineol containing vitamins, minerals, and tannins.\nCALM AND SOOTHE IRRITATED SKIN - The soft, thin and fluid texture quickly cleanses and detox sensitive skin. As a Korean natural herb, it has been widely known for treatments and detoxing effects. This is effective for treating troubled, irritated skin. Apply the essence to areas with concerns to see instant effects. Also may be used as a facial mist, Mugwort bath, and feminine mist.\nSTRONG ANTIOXIDANT - Korean mugwort is known for its unique scent and antioxidants, full of vitamins and minerals to restore youth and energy as well as for its amazing calming and detoxifying effects, making it excellent for skincare.\nRECOMMENDED FOR TROUBLED, RED, AGITATED SKIN - such as after long sun-exposure, shaving, outdoor activities, and stressful days.\nAnimal Creulty-Free, Vegan Friendly, Silicon-free, Steroid-free, Artificial coloring, fragrance-free/ 160ml / All Skin Types / Made in Korea""}",No special feature,4.6,"{""ASIN"": ""B07FP453RC"", ""Manufacturer"": ""Skin&Lab"", ""Item model number"": ""IF10102"", ""Product Dimensions"": ""7.48 x 1.97 x 1.97 inches; 13.4 ounces"", ""Date First Available"": ""January 22, 2019"", ""Is Discontinued By Manufacturer"": ""No""}","#12,370 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#110 in Facial Toners & Astringents","After toning, apply an appropriate amount of essence and gently pat onto the face, focusing on sensitive areas for optimal absorption.",0
B07FPG3NQ7,"[I'M FROM] Mugwort Mask 3.88 fl oz | Natural Herb, Tea tree, Wash-off, Cooling and fast Soothing Breakouts, for Sensitive skin",11,Skin Care Products,I'm from,25.32,"790","{""description"": ""CALMING & DETOXIFYING EFFECT: Experience the calming and detoxifying effect on the skin with this wash-off mask, containing ground mugwort from Ganghwa Island.\nTROUBLE TREATMENT & SKIN IRRITATION RELIEF: Helps treat troubles and irritation on the skin, leaving your skin feeling soothed and refreshed.\nGENTLE FOR EVERYDAY USE: Gentle enough for everyday use, making it a perfect addition to your skincare routine.\nHIGHLY CONCENTRATED GEL FORMULA: The wash-off mask features a highly concentrated gel formula that preserves the active ingredients of plant extracts, delivering their benefits directly to the skin.\nCOOLING AND FAST SOOTHING: Enjoy the cooling and fast soothing sensation, providing a refreshing experience with each use of this mugwort-infused mask.\nMugwort is similar to tea tree for the benefit but much more less irritating.""}",No special feature,4.6,"{""UPC"": ""759430449384"", ""ASIN"": ""B07FPG3NQ7"", ""Item model number"": ""IF-011"", ""Product Dimensions"": ""2.95 x 2.56 x 2.56 inches; 9.17 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#55,735 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#729 in Facial Masks",,0
B07FPV6J65,"I'm from Rice Mask 3.88 Oz, Gentle Exfoliating Wash Off Facial Mask for Dull, Rough Skin, Pore Clearing, Remove Dead Skin Cells, Uneven Skin Tone, Smooth Skin, Moiustirinzg, Radiant",8,Skin Care Products,I'm from,22.85,"369","{""description"": ""RICE-INFUSED SKIN RENEWAL: Immerse your skin in the goodness of 4.1% rice from Yeoju, Korea. Gently exfoliate and remove accumulated dead skin cells and impurities, unveiling a smoother and clearer complexion.\nVITAMIN-ENRICHED FORMULA: Packed with Vitamin B1, B2, and rice water, this mask is a powerhouse of minerals. Experience skin tightening and pore refinement for a rejuvenated look.\nNATURAL GLOW BOOST: Infused with Rice Bran and Rice Powder, this scrub works wonders in removing dead skin cells and impurities. Rediscover your skin's natural glow and translucence, restoring its radiant beauty.\nGENTLE YET EFFECTIVE: The scrub's fortified formula ensures a gentle exfoliation process, making it suitable for all skin types. Say goodbye to dullness and hello to a revitalized complexion.\nSKIN NOURISHMENT & TIGHTENING: Indulge in the nourishing properties of rice water and the tightening effects of Vitamin B1, B2. Bid farewell to loose skin and enlarged pores, embracing a more refined and toned appearance.""}",No special feature,4.3,"{""ASIN"": ""B07FPV6J65"", ""Item model number"": ""IMF-004"", ""Product Dimensions"": ""2.76 x 2.56 x 2.36 inches; 9.7 ounces"", ""Is Discontinued By Manufacturer"": ""No""}","#48,122 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#614 in Facial Masks",,0
B07K23HV61,"I'm from Rice Toner, Milky Toner for Glowing Skin, 77.78% Korean Rice, Glow Essence with Niacinamide, Hydrating for Dry, Dull, Combination Skin, Vegan, Fragrance Free, Glass Skin 5.07 Fl Oz",1,Skin Care Products,I'm from,21.49,"9519","{""description"": ""HYDRATION & LUMINOSITY BOOST: Improves hydration and moisture barrier with an illuminating effect, enhancing your skin's natural radiance. Balances oil and water levels for a harmonized and refreshed complexion.\nNOURISHING RICE EXTRACT FORMULA: Contains 77.78% Goami rice extract and a blend of four vegetable-originated extracts. Soothes flaky dead skin cells by forming a moisture protective layer, while Sirtuin from rice protects against sun damage and relieves skin stress.\nPURE & POTENT GOAMI RICE: Sourced from Yeoju, Korea, Goami rice is rich in hemicellulose and cultivated in a clean environment with abundant water and fertile soil.\nPROTECTIVE BARRIER & LUSTER: Forms a protective barrier, preventing water loss and eliminating dead skin cells. Provides luster and moisturization, rejuvenating dry and tired skin for a revitalized look.\nDOUBLE-LAYER MOISTURIZATION: Shake well to mix the water and emulsion layers. The milky texture ensures deeper moisturization and nourishment, offering elasticity care with 77.78% rice extract. Suitable for all skin types, including oily, sensitive, dry, and combination skin.""}",No special feature,4.5,"{""ASIN"": ""B07K23HV61"", ""Manufacturer"": ""I'm from"", ""Item model number"": ""IMF-001"", ""Product Dimensions"": ""7.09 x 1.89 x 1.89 inches; 0.01 ounces"", ""Date First Available"": ""November 6, 2018"", ""Is Discontinued By Manufacturer"": ""No""}","#781 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#12 in Facial Toners & Astringents","1. Shake well to mix the water and emulsion layers. 2. After cleansing, saturate a cotton pad with the toner. 3. Gently sweep the cotton pad over your face and neck.",0
B07TY8S6TZ,"I'm from Mugwort Cream, For all skin type, 1.69 fl oz | Moisturizer with 73.55% Mugwort Extract, Soothing, Calming, Redness Relief with Sebum control",9,Skin Care Products,I'm from,23.28,"529","{""description"": ""73.55% PURE MUGWORT EXTRACT: Harness the soothing power of 73.55% pure Mugwort extract from Ganghwa, Korea, for hydration, nourishment, and calming effects.\nREFRESHING TEXTURE: The refreshing and gentle formula quickly absorbs into the skin without a sticky feel to restore the skin to its original softness and health.\nSKIN BENEFITS OF MUGWORT: Korean Mugwort is known for its unique scent and antioxidants, providing vitamins and minerals for restoring youth and energy. It calms, detoxifies, and prevents rashes, itching, and irritation.\nGOOD FOR RELIEVING, SOOTHING, REFRESHING, PURIFYING: Recommended for relieving, soothing, refreshing, and purifying.\nIDEAL FOR SENSITIVE AND IRRITATED SKIN: Perfect for sensitive, red, and irritated skin, as well as rough and dry skin.""}",Antioxidant,4.5,"{""ASIN"": ""B07TY8S6TZ"", ""Manufacturer"": ""Skin&lab"", ""Item model number"": ""IMF007"", ""Product Dimensions"": ""2.17 x 2.17 x 1.97 inches; 5.57 ounces""}","#46,998 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,218 in Face Moisturizers",,0
B0822FWG48,"I'm from] Honey Glow Cream 50g, Non-sticky honey barrier for the skin",2,Skin Care Products,I'm from,26.66,"162","{""description"": ""HONEY COMPLEX MAGIC: Immerse yourself in the richness of our unique Honey Glow Queen (Honey Complex), featuring 30.63% of 7 active ingredients for a lavish skincare experience.\nRICH MOISTURE INFUSION: The honey complex delivers a burst of rich moisture to distressed skin, providing deep hydration that revitalizes and nourishes, leaving your skin feeling replenished.\nELASTICITY BOOST & LUMINOSITY: Enhance skin elasticity, minimize fine lines, and enjoy a luminous effect with this nutritious cream. Experience a radiant complexion and a more youthful appearance.\nSMOOTH, SILKY TEXTURE: The cream's smooth and silky texture effortlessly absorbs deep into your skin. Strengthen your skin barrier and achieve a harmonious water-oil balance for a radiant and healthy-looking complexion.\nNATURAL GOODNESS: Formulated with nature's best, this cream is a powerhouse of honey's benefits. Pamper your skin with the goodness of our unique honey complex, embracing a natural glow and improved overall skin health.""}",No special feature,4.2,"{""ASIN"": ""B0822FWG48"", ""Manufacturer"": ""I'm From"", ""Item model number"": ""IF10115"", ""Product Dimensions"": ""2.36 x 2.76 x 1.89 inches; 7.76 ounces""}","#197,454 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#4,382 in Face Moisturizers",,0
B0822GGSXZ,"[I'm From] Honey Serum 30ml, 30.63% of Honey Glow Queen",1,Skin Care Products,No brand,21.16,"166","{""description"": ""HONEY COMPLEX MAGIC: Unleash the power of our unique Honey Glow Queen (Honey Complex), featuring 30.63% and a blend of 7 active ingredients.\nRICH MOISTURE INFUSION: Immerse your distressed skin in the lavish moisture provided by the honey complex. This nutritious serum revitalizes and nourishes, enhancing elasticity and minimizing fine lines.\nGLOWING RADIANCE: Achieve a radiant complexion naturally. The serum's nutritious formula enhances your skin's natural glow, leaving it smooth, glossy, and illuminated.\nHONEY-LIKE TEXTURE: Indulge in the honey-like gooey texture that adheres perfectly to your skin. Enjoy a face that glows with a smooth and glossy finish, courtesy of this luxurious serum.\nNATURAL GOODNESS: Formulated with the goodness of everything honey can offer, this serum brings you the benefits of nature's best. Pamper your skin with the unique honey complex for a radiant and healthy-looking complexion.""}",No special feature,4.2,"{""ASIN"": ""B0822GGSXZ"", ""Manufacturer"": ""I'm From"", ""Item model number"": ""IF10114"", ""Product Dimensions"": ""1.38 x 1.57 x 4.21 inches; 4.66 ounces""}","#209,151 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#3,970 in Facial Serums",,0
B086P94PJJ,"I'm from] Fig Cleansing balm 100ml, korean makeup remover, vegan, Easy to rinse off, Fig oil water 7.8% with Peptide and Amino Acid, Makeup Meltaway, makeup melting balm to oil",1,Makeup,I'm from,17.22,"466","{""description"": ""FIG OIL WATER 7.8%: Fig enzyme removes dead skin cells and controls sebum caused by dryness. It contains ficin, which removes dead skin cells and lipase for deep cleansing\nALL-IN-ONE CLEANSING: Sherbet-like texture has a combined function of cleansing water, cleansing oil and cleansing foam. It helps remove make-up residues melting on blackheads and residues\nDEAD SKIN CELLS & BLACKHEADS CARE: Fig oil water cleanses dead skin cells and blackheads dissolving on rough skin and into the pores\nMOISTURIZING VEGETABLE OIL MASSAGE: Fig oil water is rich in vitamins and polyphenol and has an excellent moisturizing effect, which will find vitality back to your exhausted skin\nSENSITIVE, DRY, COMBINATION SKIN: The proteolytic enzyme in fig breaks down the dead skin cells into NMF to make skin moist and soft after wash. Recommended for sensitive, dry, combination skin""}",No special feature,4.4,"{""ASIN"": ""B086P94PJJ"", ""Manufacturer"": ""I'm From"", ""Product Dimensions"": ""3.15 x 3.15 x 2.56 inches; 6.14 ounces""}","#34,867 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#15 in Makeup Cleansing Creams",,0
B086PM8R16,"[I'M FROM] Fig Scrub Mask 120g, exfoliating, moisturizing mask, korean exfoliator, organic skin care",17,Skin Care Products,I'm from,23.0,"208","{""description"": ""DOUBLE EXFOLIATION MAGIC: Experience the power of fig powder (1.2%) and black sugar working together to gently remove dead skin cells, revealing a clearer complexion. This scrub mask offers a double exfoliation for a revitalized look.\nGENTLE YET EFFECTIVE: A soft yet effective formula that dissolves dead skin cells, thanks to the combination of fig powder and black sugar. Enjoy a scrubbing effect that helps remove impurities, leaving your skin feeling refreshed and renewed.\n10 MINUTE SKIN CLEARING: Achieve clear skin in just 10 minutes with the skin-clearing benefits of fig and black sugar. Let this scrub mask become your quick and effective solution for a smoother and more radiant complexion.\nSCRUB AND SOFTEN: The scrub effect not only removes dead skin cells but also works to soften your skin. Revel in the dual benefits of exfoliation and skin nourishment for a healthy and glowing look.\nNATURAL GOODNESS: Formulated with natural ingredients, this scrub mask is your go-to solution for a gentle and refreshing exfoliation experience. Embrace the power of fig and black sugar for clearer, smoother skin.""}",No special feature,4.5,"{""ASIN"": ""B086PM8R16"", ""Manufacturer"": ""skin&lab"", ""Product Dimensions"": ""2.36 x 2.36 x 2.76 inches; 9.38 ounces""}","#104,155 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#301 in Facial Scrubs",,0
B086PSQ259,"[I'M FROM] Fig Boosting Essence 150ml - Lightweight Hydration with BHA, NMF Peptide, and Polyphenol for Smooth Skin Prep, Full Hydration, and Anti-Aging Effects",15,Skin Care Products,I'm from,26.61,"176","{""description"": ""POWERFUL FIG EXTRACT: Embrace the benefits of Fig Extract with a remarkable concentration of 62.7%. Experience its natural goodness for deep skin hydration and a moisturizing finish.\nLIGHTWEIGHT HYDRATION: Enjoy a lightweight texture that swiftly absorbs, providing instant hydration to the skin. Say goodbye to heaviness and hello to a refreshing, moisturized feel.\nSMOOTH SKIN PREP: Utilizing the power of BHA combined with Fig Extract, this essence works wonders by smoothing the skin and preparing it for the next steps in your skincare routine. Get ready for a flawless canvas.\nMOISTURE BARRIER & ANTI-AGING: Enriched with NMF Peptide and Amino Acid, this essence doesn't just hydrate; it creates a moisture barrier for full hydration. Additionally, experience anti-aging antioxidant effects with Fig Extract and Polyphenol.\nSKIN BOOST & ABSORPTION: Elevate your skincare routine with Fig Extract's skin-boosting properties. Enhance absorption for the next steps in your regimen, ensuring each product works to its fullest potential.""}",No special feature,4.5,"{""ASIN"": ""B086PSQ259"", ""Manufacturer"": ""I'm from"", ""Item model number"": ""IF_0406"", ""Product Dimensions"": ""1.77 x 1.77 x 6.81 inches; 13.09 ounces""}","#63,400 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,309 in Facial Serums",,0
B08CXJBWJV,"[I'm From] 2 Step Mugwort Calming Set, Essence and Cream Mugwort Extract 73.55~100%, Great for Irritation, Redness",22,Skin Care Products,I'm from,,"18","{""description"": ""🌿 Mugwort 🌿 The star ingredient, mugwort is regarded as a \""healing herb\"" It's also very well known for its peculiar medicinal scent that is pleasing and calming. And now, it is serving its good purpose on our skin and the benefits it provides our skin is fascinating to explore and to keep on our vanity.\n🌿 For all seasons 🌿 Skin calmness for all seasons, feel comfortable skin every day, for All skin type\n🌿 Benefits 🌿 prevents rash, itching, and irritation\n🌿authenticity🌿 Wishtrend is the only official global distributor of I'm From with the contract.\n🌿 Packaging 🌿 Product comes with the luxurious glass packaging. Great for as a gift as well.""}",No special feature,4.5,"{""ASIN"": ""B08CXJBWJV""}","#845,608 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#14,100 in Face Moisturizers",,0
B08GNYYXD9,"I'm from Rice Serum, 73% Korean Fermented Rice Embryo Extract Boosts Collagen, Vitality, Radiant Glowing Skin, Niacinamide, Vitality to Dull Skin, Nourishing, Moisturizing",5,Skin Care Products,I'm from,21.76,"1490","{""description"": ""REVITALIZE YOUR SKIN WITH RADIANCE! Infused with gamma-orizanol from rice buds and niacinamide, our serum brings vitality to dull skin, leaving it clean and refreshed.\nDEEP MOISTURIZATION FOR LASTING HYDRATION! Packed with rice bud extract and hyaluronic acid, this serum captures moisture from deep within, providing your skin with a hydrating and nourishing boost.\nLIGHTWEIGHT AND REFRESHING! Experience an immediate melt into your skin with our serum's light and refreshing texture, leaving behind a moist finish for a revitalized complexion.\nSAFE AND GENTLE FORMULATION! Dermatologically tested for skin irritation and crafted with non-GMO ingredients, our serum ensures a safe and pleasant skincare experience for all.\nENHANCE THE EFFECT WITH THE RICE LINE! Maximize the benefits by using our serum in combination with other I'm from rice line products. With 73% Rice Germ Fermented Extract, it retains over 65% of rice's nutritional value, promoting collagen production and improving skin elasticity. For optimal results, pair it with our rice cream for a double-effect skincare routine.""}",No special feature,4.4,"{""ASIN"": ""B08GNYYXD9"", ""Manufacturer"": ""Cosmax"", ""Item model number"": ""IMF-002"", ""Product Dimensions"": ""1.26 x 1.26 x 5 inches; 4.94 ounces""}","#14,995 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#349 in Facial Serums",,0
B08GPBH6G2,"I'm from Rice Cream 1.69 Ounce, 41% Rice Bran Essence with Ceramide, Glowing Look, Improves Moisture Skin Barrier, Nourishes Deeply, Smoothening to Even Out Skin Tone, K Beauty",3,Skin Care Products,I'm from,22.0,"1793","{""description"": ""PROTECT SKIN WITH CERAMIDE MOISTURIZER - Rice bran that protects rice grain with ceramide over the large daily temperature range of Yeoju will protect our skin barrier by forming a ceramide barrier. It contains 41% rice bran essence which is from an organic farm in Yeoju, Korea.\nRICE BRAN OIL ORIGINATED CERAMIDE - contains various natural fatty acid, which has excellent skin barrier improvement ability and moisturizing effect.\nLONG LASTING SEBUM CONTROL - phytic acid found in rice bran is good for absorbing sebum while moisturizing dry, combination skin as natural rice ceramide cream.\nNATURAL GLOWING NUTRITION FROM THE INGREDIENT AS IT IS - Vacuum Distillation Extraction Method - in which the water is boiled at low temperature in vacuum for extraction, is used to boil fine rice bran for 60 minutes at 40°C to collect and deliver the clean and effective components of the rice bran.\nSAFE TO USE - Skin irritation test completed, Non-GMO ingredients are used/ Cruelty free, vegan friendly, artificial coloring, fragrance-free""}","Not Tested On Animals, Natural Ingredients",4.5,"{""ASIN"": ""B08GPBH6G2"", ""Manufacturer"": ""cosmax"", ""Country of Origin"": ""Korea, Republic of"", ""Item model number"": ""IF_1020"", ""Product Dimensions"": ""2.17 x 2.17 x 1.89 inches; 5.29 ounces""}","#6,447 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#199 in Face Moisturizers","Oryza Sativa (Rice) Bran Water, Water, Glycerin, Butylene Glycol, Cetyl Ethylhexanoate, Pentaerythrityl Tetraethylhexanoate, Hydrogenated Polyisobutene, Synthetic Beeswax, Butyrospermum Parkii (Shea) Butter, Polyglyceryl-3 Methylglucose Distearate, Vinyl Dimethicone, Pentylene Glycol, 1,2-Hexanediol, Behenyl Alcohol, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Bisabolol, Cetearyl Olivate, Panthenol, Sorbitan Olivate, Caprylyl Glycol, Ethylhexylglycerin, Xanthan Gum, Adenosine, Trisodium Ethylenediamine Disuccinate, Sodium Hyaluronate, Ceramide NP, Hydrolyzed Hyaluronic Acid, Oryza Sativa (Rice) Bran Oil, Tocopherol, Phytosphingosine, Caprylic/Capric Triglyceride, Hydrogenated Lecithin",0
B08K39JC71,"[I'm From] Miniatures of Rice Toner, Mugwort Essence, Fig Boosting Essence (Rice), Travel Essentials, Stocking Stuffers, Gifts for Women",2,Skin Care Products,I'm from,9.99,"2233","{""description"": ""The product forms a protective barrier over the skin to prevent water loss, eliminate dead skin cells and provide luster and moisturization to rebalance dry and tired skin\n⛰️Goami rice contains more hemicellulose than other rice; The rice is cultivated in a clean nature with plentiful water and fertile soil in Yeoju, Korea\n💛Shake it enough to make two layers mixed well before use; It has a double-layer texture that is split into water and emulsion layer; It provides deeper moisturization and nourishment\n🌊It improves hydration & moisture barrier with illuminating effect; It also improves the oil and water balance of your skin""}",No special feature,4.3,"{""ASIN"": ""B08K39JC71"", ""Manufacturer"": ""i'm from"", ""Product Dimensions"": ""2.56 x 2.48 x 2.95 inches; 1.76 ounces"", ""Date First Available"": ""February 17, 2022""}","#4,386 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#50 in Facial Toners & Astringents",Apply to the whole face with hands or a cotton round; Use as a facial mist.,0
B08P53FLX9,"I'm from Rice Mask 3.88 Oz + Rice Toner 5.07 Fl Oz, Korean Rice Exfoliate and Glow Set, Smooth and Glowing Skin, Wash Off mask for Dry Sensitive Skin",20,Skin Care Products,I'm from,,"11","{""description"": ""EXFOLIATE WITH RICE MASK: REMOVING AND EXFOLIATING DEAD SKIN CELLS: Rice brand and powder give glowy and vitalized skin tone by removing dead skin cells gently and provide a better complexion\nPORE CARE FOR SMOOTH SKIN: Vitamin B1, B2, and other mineral ingredients give elasticity and tighten loose skin and enlarged pores like washing the face with rice water.\nGLOW WITH RICE TONER - Contains 77.78% Goami rice extract and a blend of four vegetable-originated extracts. Soothes flaky dead skin cells by forming a moisture protective layer, while Sirtuin from rice protects against sun damage and relieves skin stress.\nDOUBLE-LAYER MOISTURIZATION: Shake well to mix the water and emulsion layers. The milky texture ensures deeper moisturization and nourishment, offering elasticity care with 77.78% rice extract. Suitable for all skin types, including oily, sensitive, dry, and combination skin.\nPURE & POTENT GOAMI RICE: Sourced from Yeoju, Korea, Goami rice is rich in hemicellulose and cultivated in a clean environment with abundant water and fertile soil.""}",No special feature,4.2,"{""ASIN"": ""B08P53FLX9"", ""Date First Available"": ""July 27, 2020""}","#754,598 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#2,290 in Facial Skin Care Sets & Kits","Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",0
B09CD16FPJ,"[I'm from] Vitamin Fruit Serum 1.01 Fl Oz | 74% Sea Buckthorn with 1032mg vitamin C, Glow, Smooth, Soft Skin, Light Texture, Korean vitamin c serum",8,Skin Care Products,No brand,18.34,"29","{""description"": ""Main Ingredients : 74% of sea buckthorn + 1032mg of vitamin C of vitamin fruit\nEffects: Even out the skin tone and nourishes the skin. It adds glow to the skin and makes it smooth, soft, and moisturized.\nTexture: With its light texture in natural yellowish color from seabuckthorn, it does not cause stickiness and tangling.\nRecommended for: oily skin and sensitive skin -> that needs moisturization as well as dull skin that needs clearer skin.\nBetter Together: Use this serum before the vitamin tree water gel to double the effect.\nPAO: 12M | EXP: 36M from MFD""}",No special feature,4.1,"{""ASIN"": ""B09CD16FPJ"", ""Manufacturer"": ""i'm from"", ""Country of Origin"": ""Korea, Republic of"", ""Product Dimensions"": ""1.34 x 1.34 x 5.04 inches; 4.94 ounces""}","#248,931 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#4,644 in Facial Serums","Cleanse your skin, apply a few drops of the serum to your face, gently massage it in, and follow with a moisturizer or the recommended vitamin tree water gel for best results.",0
B09G6J1G8Y,"[I'm from] Miniature Set, Rice Toner, Mugwort Essence, Honey mask, Gifts for Women, Travel Essentials, Stocking Stuffers",13,Skin Care Products,I'm from,30.0,"67","{""description"": """"}",No special feature,4.1,"{""ASIN"": ""B09G6J1G8Y"", ""Manufacturer"": ""i'm from"", ""Product Dimensions"": ""1.97 x 5.51 x 5.51 inches; 7.05 ounces"", ""Date First Available"": ""November 26, 2021""}","#395,449 in Beauty & Personal Care (See Top 100 in Beauty & Personal Care)
#1,435 in Skin Care Sets & Kits","Apply to face and neck daily, avoiding eye area. For Honey Mask, leave on for 10-15 minutes before rinsing. For Mugwort Essence and Rice Toner, pat onto skin after cleansing and before moisturizing.",0
